Run Date: 27-apr-2014 
Semester: Spring 2014

 
Course	Title	Units	Lec/Sec	Days	Begin	End	Bldg/Room	Location	Instructor(s)
Aerospace Studies-ROTC	 	 	 	 	 	 	 	 	 	 
 	 	 	B	MWF	10:30AM	11:20AM	SH 222	Pittsburgh, Pennsylvania	Reid
24651	Special Topics in Material Selection for Mechanical Engineers	12.0	A	TR	01:30PM	02:50PM	PH A18C	Pittsburgh, Pennsylvania	De Boer
 	 	 	 	T	05:00PM	05:50PM	SH 219	Pittsburgh, Pennsylvania
24657	Molecular Biomechanics	9.0	A	TR	09:00AM	10:20AM	WEH 5310	Pittsburgh, Pennsylvania	Dahl
 	 	 	 	TBA			TBA	Pittsburgh, Pennsylvania
24658	Computational Bio-Modeling and Visualization	12.0	A	MW	11:30AM	01:20PM	WEH 5415	Pittsburgh, Pennsylvania	Zhang
24659	Introduction to Continuum Biomechanics	12.0	A	W	04:30PM	07:20PM	WEH 5403	Pittsburgh, Pennsylvania	Massoudi
24671	Special Topics - Practical Control and Automation	12.0	A	TR	05:00PM	06:50PM	SH 214	Pittsburgh, Pennsylvania	Opila
24673	Soft Robots: Mechanics, Design and Modeling	12.0	A	MW	04:30PM	06:20PM	HH B103	Pittsburgh, Pennsylvania	Majidi
24675	Micro/Nano Robotics	12.0	A	TR	03:00PM	04:50PM	SH 220	Pittsburgh, Pennsylvania	Sitti
24681	Computer-Aided Design	12.0	A	TR	03:00PM	04:50PM	BH 136A	Pittsburgh, Pennsylvania	Shimada
24684	Integrated Product Development	12.0	A	TR	10:30AM	01:20PM	POS 145	Pittsburgh, Pennsylvania	Cagan, Boatwright, Anderson
24703	Numerical Methods in Engineering	12.0	A	MW	04:30PM	06:20PM	BH 136A	Pittsburgh, Pennsylvania	Singh
24718	Computational Fluid Dynamics	12.0	A	MW	11:30AM	01:20PM	SH 125	Pittsburgh, Pennsylvania	Higgs
24740	Combustion and Air Pollution Control	12.0	A	TR	01:30PM	02:50PM	SH 222	Pittsburgh, Pennsylvania	Presto
24752	Introduction to Solid Mechanics II	12.0	A	WF	09:30AM	11:20AM	SH 219	Pittsburgh, Pennsylvania	Deseri
24778	Mechatronic Design	12.0	Lec	MW	02:30PM	04:20PM	DH 1212	Pittsburgh, Pennsylvania	Neuman, Dolan
 	 	 	A	TBA			HH 1307	Pittsburgh, Pennsylvania	Instructor TBA
24782	Computational Engineering Project II	0-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Shimada
24787	Artificial Intelligence and Machine Learning for Engineering Design	12.0	A	MW	12:30PM	02:20PM	PH A22	Pittsburgh, Pennsylvania	Eicholtz
24792	Graduate Seminar II	0.0	A	F	12:30PM	02:20PM	PH 100	Pittsburgh, Pennsylvania	Majidi
24793	Supervised Reading	0-99	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
24794	Master of Science Project	0-99	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
24795	PhD Internship in Teaching Counterpoint	0-24	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
24797	Thesis Research	0-99	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
24799	Practicum in Mechancal Engineering	0-48	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
24892	Special Topics in Bipedal Locomotion Seminar	0.0	A	F	02:30PM	03:50PM	PH A18B	Pittsburgh, Pennsylvania	Collins
Medical Management:Sch of Pub Pol & Mgt	 	 	 	 	 	 	 	 	 	 
92871	Executive Leadership	6.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Davis
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Davis
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Davis
92873	Lean for Healthcare Quality	6.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Falbo
92879	Digital Transformation e	6.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Lightman
92880	Organizational Management: Power & Influence	6.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Krackhardt
92883	Business Plan Development I	6.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Zak
92890	Strategic Health Care Marketing	6.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Berkowitz
92891	Health Policy	6.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Dausey
92892	Infrastructure Management	6.0	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Kurland
92893	Managing Mergers, Alliances and Divestitures	12.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Synnott
92894	Health Law	6.0	B	TBA			TBA	Pittsburgh, Pennsylvania	Haddad
92897	Health Care Quality	6.0	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Granato
92898	Business Plan Development II	6.0	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Zak
Military Science-ROTC	 	 	 	 	 	 	 	 	 	 
30102	Foundations of Leadership	5.0	A	R	08:00AM	08:50AM	TBA	Pittsburgh, Pennsylvania	Johns
30202	Applications in Leadership and Combat Power	5.0	A	T	08:00AM	08:50AM	TBA	Pittsburgh, Pennsylvania	Johns
30302	Advanced Leader Planning and Combat Operations	5.0	A	MW	08:30AM	09:50AM	TBA	Pittsburgh, Pennsylvania	Johns
30402	Transition to the Profession of Arms	5.0	A	MW	10:00AM	11:50AM	TBA	Pittsburgh, Pennsylvania	Bender
Modern Languages	 	 	 	 	 	 	 	 	 	 
82051	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
82101	Elementary French I	12.0	A	MWF	10:30AM	11:20AM	WEH 5320	Pittsburgh, Pennsylvania	Hoogstaden
 	 	 	 	T	10:30AM	11:20AM	DH 1211	Pittsburgh, Pennsylvania
82102	Elementary French II	12.0	A	MTWF	12:30PM	01:20PM	WEH 5304	Pittsburgh, Pennsylvania	West
82103	Elementary French I Online	12.0	A	T	06:30PM	07:50PM	PH 226A	Pittsburgh, Pennsylvania	Hoogstaden
82104	Elementary French II Online	12.0	A	T	06:30PM	07:50PM	PH 126A	Pittsburgh, Pennsylvania	Jones
82112	Elementary Arabic II	12.0	A	MTWF	09:30AM	10:20AM	PH A19C	Pittsburgh, Pennsylvania	El Abbadi
82114	Arabic for Global Exchange Online	6.0	A3	R	06:30PM	07:50PM	PH A19	Pittsburgh, Pennsylvania	Abraham
82116	Arabic Cultural Issues Past & Present	9.0	W	UTR	02:30PM	03:20PM	CMB 2051	Doha, Qatar	Ibrahim
82121	Elementary German I	12.0	A	MWF	11:30AM	12:20PM	SH 208	Pittsburgh, Pennsylvania	Walter
 	 	 	 	T	11:30AM	12:20PM	DH 1217	Pittsburgh, Pennsylvania
82122	Elementary German II	12.0	A	MWF	11:30AM	12:20PM	HBH 237	Pittsburgh, Pennsylvania	Hallstein
 	 	 	 	T	11:30AM	12:20PM	WEH 8427	Pittsburgh, Pennsylvania
 	 	 	B	MWF	12:30PM	01:20PM	HBH 237	Pittsburgh, Pennsylvania	Hallstein
 	 	 	 	T	12:30PM	01:20PM	WEH 8427	Pittsburgh, Pennsylvania
82132	Elementary Chinese II	12.0	A	MWF	09:30AM	10:20AM	PH 126A	Pittsburgh, Pennsylvania	Ke
 	 	 	 	T	09:30AM	10:20AM	WEH 5312	Pittsburgh, Pennsylvania
 	 	 	B	MWF	10:30AM	11:20AM	DH 2122	Pittsburgh, Pennsylvania	Meng
 	 	 	 	T	10:30AM	11:20AM	PH A21A	Pittsburgh, Pennsylvania
 	 	 	C	MWF	11:30AM	12:20PM	BH 235A	Pittsburgh, Pennsylvania	Wang
 	 	 	 	T	11:30AM	12:20PM	PH A19D	Pittsburgh, Pennsylvania
 	 	 	D	MTWF	12:30PM	01:20PM	PH A19D	Pittsburgh, Pennsylvania	Liu
 	 	 	E	MWF	01:30PM	02:20PM	PH A21A	Pittsburgh, Pennsylvania	Liu
 	 	 	 	T	01:30PM	02:20PM	PH A19D	Pittsburgh, Pennsylvania
 	 	 	F	MTWF	04:30PM	05:20PM	PH 126A	Pittsburgh, Pennsylvania	Li
82134	Elementary Chinese Online II	12.0	A	R	06:30PM	07:50PM	PH 225B	Pittsburgh, Pennsylvania	Wu
82141	Elementary Spanish I	12.0	A	MTWF	09:30AM	10:20AM	WEH 8427	Pittsburgh, Pennsylvania	Weber
 	 	 	B	MTWF	10:30AM	11:20AM	WEH 5304	Pittsburgh, Pennsylvania	Gomez Laich
82142	Elementary Spanish II	12.0	A	MTWF	09:30AM	10:20AM	PH A19D	Pittsburgh, Pennsylvania	Gomez
 	 	 	B	MTWF	10:30AM	11:20AM	PH A19D	Pittsburgh, Pennsylvania	Gomez
 	 	 	W	UMTR	09:30AM	10:20AM	CMB 2052	Doha, Qatar	Helin
82162	Elementary Italian II	12.0	A	MWF	08:30AM	09:20AM	BH 255A	Pittsburgh, Pennsylvania	Vairo
 	 	 	 	T	08:30AM	09:20AM	BH 255A	Pittsburgh, Pennsylvania
 	 	 	B	MWF	10:30AM	11:20AM	BH 255A	Pittsburgh, Pennsylvania	Vairo
 	 	 	 	T	10:30AM	11:20AM	BH 255A	Pittsburgh, Pennsylvania
 	 	 	C	MTWF	11:30AM	12:20PM	BH 255A	Pittsburgh, Pennsylvania	Vairo
 	 	 	D	MTF	03:30PM	04:20PM	PH A19D	Pittsburgh, Pennsylvania	Puppo
 	 	 	 	W	04:30PM	05:20PM	PH A19D	Pittsburgh, Pennsylvania
82163	Directed Language Study: Elementary Italian I or II	12.0	A	W	03:30PM	04:20PM	PH A19D	Pittsburgh, Pennsylvania	Puppo
82171	Elementary Japanese I	12.0	A	MWF	09:30AM	10:20AM	WEH 6423	Pittsburgh, Pennsylvania	Yasuhara
 	 	 	 	T	09:30AM	10:20AM	BH 235A	Pittsburgh, Pennsylvania
 	 	 	B	MTWF	10:30AM	11:20AM	PH 225C	Pittsburgh, Pennsylvania	Goto
82172	Elementary Japanese II	12.0	A	MTWF	09:30AM	10:20AM	WEH 5304	Pittsburgh, Pennsylvania	Huang
 	 	 	C	MWF	11:30AM	12:20PM	PH A20A	Pittsburgh, Pennsylvania	Goto
 	 	 	 	T	11:30AM	12:20PM	WEH 5304	Pittsburgh, Pennsylvania
 	 	 	D	MWF	12:30PM	01:20PM	SH 212	Pittsburgh, Pennsylvania	Huang
 	 	 	 	T	12:30PM	01:20PM	PH A19A	Pittsburgh, Pennsylvania
 	 	 	F	MTWF	04:30PM	05:20PM	PH A19C	Pittsburgh, Pennsylvania	King
82186	Freshman Seminar: Introduction to Russian Culture	9.0	A	TR	10:30AM	11:50AM	BH A54	Pittsburgh, Pennsylvania	Kats
82188	Freshman Seminar: The Uses and Abuses of Haiti	9.0	A	MWF	02:30PM	03:20PM	PH A19D	Pittsburgh, Pennsylvania	West
82192	Elementary Russian II	12.0	A	MW	02:30PM	03:20PM	PH A20A	Pittsburgh, Pennsylvania	Castellano
 	 	 	 	TR	02:30PM	03:20PM	PH A19D	Pittsburgh, Pennsylvania
82198	Research Training: Modern Languages	3,6,9,12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Polansky
 	Research Training: Modern Languages:	 	 	 	 	 	 	 
 	Education Data Mining: Research in an online language and culture course	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Youngs
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Dworkin
82201	Intermediate French I	9.0	A	MWF	11:30AM	12:20PM	WEH 5304	Pittsburgh, Pennsylvania	West
82202	Intermediate French II	9.0	A	MWF	11:30AM	12:20PM	DH 2105	Pittsburgh, Pennsylvania	Niang
82212	Intermediate Arabic II	9.0	A	MWF	10:30AM	11:20AM	PH A20A	Pittsburgh, Pennsylvania	Abraham
82214	Topics in Modern Arabic Language, Literature, & Culture	9.0	W	UTR	01:30PM	02:20PM	CMB 2051	Doha, Qatar	Ibrahim
82215	Introduction to Modern Arabic Literature and Culture	9,12	A	TR	03:00PM	04:20PM	PH A21A	Pittsburgh, Pennsylvania	Attia
82221	Intermediate German I	9.0	A	MWF	12:30PM	01:20PM	PH A21A	Pittsburgh, Pennsylvania	Eichmanns
82222	Intermediate German II	9.0	A	MWF	01:30PM	02:20PM	PH A19C	Pittsburgh, Pennsylvania	Eichmanns
82232	Intermediate Chinese II	12.0	A	MTWF	10:30AM	11:20AM	PH A19C	Pittsburgh, Pennsylvania	Yao
 	 	 	B	MTWF	11:30AM	12:20PM	PH A19C	Pittsburgh, Pennsylvania	Yao
 	 	 	C	MTWF	12:30PM	01:20PM	PH A19C	Pittsburgh, Pennsylvania	Yao
 	 	 	D	MWF	01:30PM	02:20PM	PH 226C	Pittsburgh, Pennsylvania	Zhang
 	 	 	 	T	01:30PM	02:20PM	BH A54	Pittsburgh, Pennsylvania
82235	Intermediate Chinese for Heritage Students	12.0	B	MTWF	12:30PM	01:20PM	PH A20A	Pittsburgh, Pennsylvania	Li
82241	Intermediate Spanish I	9.0	A	MWF	10:30AM	11:20AM	PH A19A	Pittsburgh, Pennsylvania	Gulish
82242	Intermediate Spanish II	9.0	A	MWF	10:30AM	11:20AM	SH 212	Pittsburgh, Pennsylvania	Skibba
 	 	 	B	MWF	11:30AM	12:20PM	SH 212	Pittsburgh, Pennsylvania	Skibba
82247	The Hispanic World: History, Culture and Globalization	9.0	W	UT	10:30AM	11:50AM	CMB 2147	Doha, Qatar	Helin
82253	Korean Culture Through Film	9.0	A	T	06:30PM	08:50PM	PH 226C	Pittsburgh, Pennsylvania	Shin
 	 	 	 	R	06:30PM	07:20PM	PH 226C	Pittsburgh, Pennsylvania
82262	Intermediate Italian II	9.0	A	MWF	09:30AM	10:20AM	BH 255A	Pittsburgh, Pennsylvania	Vairo
82272	Intermediate Japanese II	12.0	B	MWF	01:30PM	02:20PM	PH A19A	Pittsburgh, Pennsylvania	Iwasaki
 	 	 	 	T	01:30PM	02:20PM	GHC 4102	Pittsburgh, Pennsylvania
 	 	 	C	MTWF	05:30PM	06:20PM	BH 235A	Pittsburgh, Pennsylvania	King
82273	Introduction to Japanese Language and Culture	9.0	A	TR	10:30AM	11:50AM	BH A60N	Pittsburgh, Pennsylvania	Iwasaki
 	 	 	B	TR	01:30PM	02:50PM	PH 125B	Pittsburgh, Pennsylvania	Litt
82278	Japanese Literature in Translation	9.0	A	MWF	02:30PM	03:20PM	WEH 5312	Pittsburgh, Pennsylvania	Yasuhara
82281	Tutoring for Community Outreach	3-12	A	M	02:30PM	03:20PM	PH A21A	Pittsburgh, Pennsylvania	Polansky
82292	Intermediate Russian II	9.0	A	MW	01:30PM	02:20PM	BH A54	Pittsburgh, Pennsylvania	Kats
 	 	 	 	R	01:30PM	02:20PM	PH A19D	Pittsburgh, Pennsylvania
82303	French Culture	9.0	A	MWF	09:30AM	10:20AM	PH 125B	Pittsburgh, Pennsylvania	Niang
82304	The Francophone World	9.0	A	TR	10:30AM	11:50AM	BH 154A	Pittsburgh, Pennsylvania	Jones
82305	French in its Social Contexts	9.0	A	TR	09:00AM	10:20AM	SH 222	Pittsburgh, Pennsylvania	Van Compernolle
82312	Arabic Language and Culture II	9.0	A	TR	01:30PM	02:50PM	PH A21A	Pittsburgh, Pennsylvania	Attia
82314	Business Arabic	9.0	W	UTR	09:30AM	10:20AM	CMB 1199	Doha, Qatar	Ibrahim
82323	Germany, Austria and Switzerland in the 20th Century	9.0	A	MWF	02:30PM	03:20PM	PH A19A	Pittsburgh, Pennsylvania	Hallstein
82332	Advanced Chinese II	9.0	A	MWF	10:30AM	11:20AM	PH 226B	Pittsburgh, Pennsylvania	Xiao
 	 	 	B	MWF	11:30AM	12:20PM	PH A19A	Pittsburgh, Pennsylvania	Yu
 	 	 	C	MWF	12:30PM	01:20PM	PH A19A	Pittsburgh, Pennsylvania	Yu
82333	Introduction to Chinese Language and Culture	9,12	A	TR	10:30AM	11:50AM	PH A19	Pittsburgh, Pennsylvania	Sun
 	 	 	B	TR	01:30PM	02:50PM	WEH 5421	Pittsburgh, Pennsylvania	Sun
82335	Readings in Chinese	9.0	A	TR	03:00PM	04:20PM	PH A19A	Pittsburgh, Pennsylvania	Yao
82340	Business Language & Cultures in China II	9.0	A	TR	12:00PM	01:20PM	HBH 1511	Pittsburgh, Pennsylvania	Meng
82342	Spain: Language and Culture	9.0	A	MWF	10:30AM	11:20AM	WEH 6423	Pittsburgh, Pennsylvania	Rosa Rodriguez
82343	Latin America: Language and Culture	9.0	A	TR	09:00AM	10:20AM	WEH 5328	Pittsburgh, Pennsylvania	Dworkin
82344	U.S. Latinos: Language and Culture	9.0	A	TR	12:00PM	01:20PM	WEH 5316	Pittsburgh, Pennsylvania	Dworkin
82345	Introduction to Hispanic Literary and Cultural Studies	9.0	A	MWF	01:30PM	02:20PM	BH 237B	Pittsburgh, Pennsylvania	Skibba
82362	Italian Language and Culture II	9.0	A	TR	03:00PM	04:20PM	PH A20A	Pittsburgh, Pennsylvania	Tragni Maloney
82372	Advanced Japanese II	9.0	A	MWF	10:30AM	11:20AM	BH 154A	Pittsburgh, Pennsylvania	Hatakeyama
 	 	 	B	MWF	11:30AM	12:20PM	PH 225B	Pittsburgh, Pennsylvania	Yasuhara
 	 	 	C	MWF	04:30PM	05:20PM	BH 237B	Pittsburgh, Pennsylvania	Iwasaki
82374	Technical Japanese	9.0	A	TR	12:00PM	01:20PM	PH 226C	Pittsburgh, Pennsylvania	Litt
82385	Language Across the University	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
82389	Independent Study in Language and Culture-Advanced Level	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Wu
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Liu
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Ho-Chen
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Yao
 	 	 	E	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
82396	The Faust Legend at Home and Abroad	9,12	A	TR	12:00PM	01:20PM	SH 208	Pittsburgh, Pennsylvania	Castellano
82399	Special Topics: Russian in Context	3-12	A	TR	03:00PM	04:20PM	PH 226B	Pittsburgh, Pennsylvania	Kats
82416	Topics in French and Francophone Studies	9.0	A	TR	09:00AM	10:20AM	HBH 1511	Pittsburgh, Pennsylvania	Youngs
82427	Nazi and Resistance Culture	9.0	A	TR	09:00AM	10:20AM	PH A19A	Pittsburgh, Pennsylvania	Brockmann
82428	History of German Film	9,12	A	TR	01:30PM	02:50PM	BH 235A	Pittsburgh, Pennsylvania	Brockmann
82434	Studies in Chinese Traditions:	9.0	 	 	 	 	 	 
 	Traditional Chinese Literature and Thought Through Comic Books	 	A	MWF	10:30AM	11:20AM	PH 226C	Pittsburgh, Pennsylvania	Liu
82440	Studies in Chinese Literature & Culture:	9.0	 	 	 	 	 	 
 	Chinese Puppetry Theater in the Social Context	 	A	TR	12:00PM	01:20PM	PH A21A	Pittsburgh, Pennsylvania	Wu
82441	Studies in Peninsular Literature and Culture:	9.0	 	 	 	 	 	 
 	Secret Literatures of Spain: the Aljamiado enigma	 	A	MWF	11:30AM	12:20PM	WEH 4623	Pittsburgh, Pennsylvania	Rosa Rodriguez
82455	Topics in Hispanic Studies:	9.0	 	 	 	 	 	 
 	Discourse Analysis	 	A	TR	10:30AM	11:50AM	PH A20A	Pittsburgh, Pennsylvania	Achugar
82474	Topics of Japanese Studies:	9.0	 	 	 	 	 	 
 	Japanese Language & Culture from Pragmatics Perspective	 	A	TR	01:30PM	02:50PM	PH 226A	Pittsburgh, Pennsylvania	Taguchi
82495	Topics in Applied Second Language Acquisiton:	9.0	 	 	 	 	 	 
 	Chinese Foreign Language Teaching	 	A	R	01:30PM	03:50PM	BH A54	Pittsburgh, Pennsylvania	Wu
82502	Special Topics: French	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Van Compernolle
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	West
82522	Special Topics: German	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
82532	Special Topics: Chinese	3,6,9,12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
82542	Special Topics: Hispanic Studies	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Tardio
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Achugar
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Gomez
82562	Special Topics: Italian	3,6,9,12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
82572	Special Topics: Japanese	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
82580	Senior Seminar in Modern Languages	3.0	A	M	03:30PM	04:20PM	BH 255A	Pittsburgh, Pennsylvania	Tucker
82585	Topics in Second Language Acquisition:	9.0	 	 	 	 	 	 
 	Pragmatics in SLA	 	A	TR	12:00PM	01:20PM	PH 226A	Pittsburgh, Pennsylvania	Taguchi
82599	Russian Studies Thesis	3-6	A	TBA			TBA	Pittsburgh, Pennsylvania	Castellano
82732	Topics in Applied Second Language Acquistion:	9.0	 	 	 	 	 	 
 	Chinese Foreign Language Teaching	 	A	R	01:30PM	03:50PM	BH A54	Pittsburgh, Pennsylvania	Wu
82744	The Structure of Spanish - Graduate Level	9.0	A	TR	10:30AM	11:50AM	PH A20A	Pittsburgh, Pennsylvania	Achugar
82780	Graduate Research Seminar	3,6,9,18	A	T	03:30PM	05:20PM	BH 255A	Pittsburgh, Pennsylvania	Achugar
82789	Guided Research	3-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	G	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	H	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
82881	Research Methods in Second Language Acquisition	9.0	A	R	03:30PM	05:50PM	BH 255A	Pittsburgh, Pennsylvania	Koda
82888	Topics in Second Language Acquisition:	9.0	 	 	 	 	 	 
 	Pragmatics in Second Language Learning	 	A	TR	12:00PM	01:20PM	PH 226A	Pittsburgh, Pennsylvania	Taguchi
 	Topics in Second Language Acquisition:	 	 	 	 	 	 	 
 	Implicit and Explicit Langauge Learning	 	B	TR	01:30PM	02:50PM	PH A20A	Pittsburgh, Pennsylvania	Van Compernolle
 	Topics in Second Language Acquisition:	 	 	 	 	 	 	 
 	Language Acquisition and Technology	 	C	M	03:30PM	05:50PM	PH A21A	Pittsburgh, Pennsylvania	Gomez, Siskin
82892	Research Team Apprenticeship	9.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
82894	Teaching in Modern Languages and Culture II	9.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Youngs
82895	Language Education Planning and Policy	9.0	A	W	01:30PM	03:20PM	BH 154A	Pittsburgh, Pennsylvania	Tucker
82989	Second Language Acquisition Dissertation Research	3-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
Music	 	 	 	 	 	 	 	 	 	 
57008	Vocal Master Class I	0.0	A	F	02:30PM	03:20PM	MM 127	Pittsburgh, Pennsylvania	Verm
57009	Vocal Master Class II	0.0	A	W	02:30PM	03:20PM	MM 127	Pittsburgh, Pennsylvania	Verm
57010	Voice Studio Performance Class	0.0	A	T	02:30PM	03:20PM	CFA KRESGE	Pittsburgh, Pennsylvania	Instructor TBA
57011	Piano Studio Performance Class	0.0	A	W	05:00PM	06:50PM	CFA KRESGE	Pittsburgh, Pennsylvania	Li
57015	Violin Studio Performance Class	0.0	A	R	08:00PM	11:50PM	MM 119	Pittsburgh, Pennsylvania	Forough
57016	Viola Studio Performance Class	0.0	A	T	07:00PM	07:50PM	CFA M157	Pittsburgh, Pennsylvania	Harding
57018	Double Bass Studio Performance Class	0.0	A	M	08:00PM	08:50PM	CFA A8	Pittsburgh, Pennsylvania	Howard
57020	Flute Studio Performance Class	0.0	A	M	03:30PM	06:00PM	CFA 102	Pittsburgh, Pennsylvania	Almarza, Baxtresser
57021	Oboe Studio Performance Class	0.0	A	M	05:30PM	06:50PM	CFA M157	Pittsburgh, Pennsylvania	Dealmeida
57022	Clarinet Studio Performance Class	0.0	A	W	07:00PM	07:50PM	CFA M160	Pittsburgh, Pennsylvania	Thompson
57023	Bassoon Studio Performance Class	0.0	A	M	03:00PM	06:20PM	CFA A7	Pittsburgh, Pennsylvania	Goeres
57030	Percussion Studio Performance Class	0.0	A	F	01:30PM	02:50PM	CFA A1	Pittsburgh, Pennsylvania	Evans, Branson
57031	Composition Studio Class	0.0	A	F	01:30PM	02:50PM	CFA M157	Pittsburgh, Pennsylvania	Balada
57051	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
57100	Convocation	1.0	A	R	01:30PM	02:20PM	CFA KRESGE	Pittsburgh, Pennsylvania	Instructor TBA
57101	Introduction to Music Technology	6.0	A3	MWF	09:30AM	10:20AM	MM 119A	Pittsburgh, Pennsylvania	Opie
 	 	 	A4	MWF	09:30AM	10:20AM	MM 119A	Pittsburgh, Pennsylvania	Opie
 	 	 	B3	MWF	10:30AM	11:20AM	MM 119A	Pittsburgh, Pennsylvania	Opie
 	 	 	B4	MWF	10:30AM	11:20AM	MM 119A	Pittsburgh, Pennsylvania	Opie
57102	Finale	6.0	A	W	08:30AM	09:20AM	MM 119A	Pittsburgh, Pennsylvania	Opie
57104	Elective Studio (Beginning Piano)	3.0	A	F	01:30PM	02:20PM	MM 119A	Pittsburgh, Pennsylvania	Larocca
 	 	 	B	F	02:30PM	03:20PM	MM 119A	Pittsburgh, Pennsylvania	Larocca
57106	Elective Studio (Jazz Piano I Class)	3.0	A	R	06:30PM	07:20PM	CFA M160	Pittsburgh, Pennsylvania	Capizzi
57108	Elective Studio (Jazz Piano II Class)	3.0	A	M	06:30PM	07:20PM	CFA M160	Pittsburgh, Pennsylvania	Capizzi
57109	Elective Studio (Guitar Class)	3.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Ferla
57110	Elective Studio (Voice Class)	3.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Totter
57112	Movement and Dance II	3.0	A	WF	11:30AM	12:50PM	GYM SGYM	Pittsburgh, Pennsylvania	De La Reza, Kope
57117	Choral Ensemble	6.0	A	TR	03:30PM	04:50PM	MM 119	Pittsburgh, Pennsylvania	Sensi Sellner
 	 	 	B	TR	05:00PM	06:20PM	MM 119	Pittsburgh, Pennsylvania	Sensi Sellner
57118	Instrumental Ensemble	6.0	A	TR	08:30AM	09:50AM	CFA KRESGE	Pittsburgh, Pennsylvania	Thompson, Cardenes, Vosburgh
 	 	 	 	TWRF	03:30PM	05:50PM	CFA ACH	Pittsburgh, Pennsylvania	 
 	 	 	 	WF	09:00AM	10:20AM	CFA ACH	Pittsburgh, Pennsylvania	 
